ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda,Valor_Total,Ano,Mes,AnoMes,DiaSemana
1220,2023-09-12,89,Enzo Jesus,M,36-45,Sul,Massageador Corporal Wave,Vibradores,269.03,1,0.0,Cartão Crédito,Entregue,Site,269.03,2023,9,2023-09,Tuesday
3323,2023-09-21,375,Anthony Martins,M,36-45,Sul,Mordaça Silicone,Acessórios BDSM,126.55,2,0.0,Boleto,Entregue,Marketplace,253.1,2023,9,2023-09,Thursday
3952,2024-10-18,451,Marina Brito,F,26-35,Norte,Óleo de Massagem Relaxante,Lubrificantes,50.95,1,0.0,Pix,Entregue,Site,50.95,2024,10,2024-10,Friday
5482,2024-03-03,96,Vitor Hugo Araújo,M,36-45,Sudeste,Creme Excitante Feminino,Cosméticos Íntimos,52.79,1,0.0,Cartão Crédito,Entregue,Site,52.79,2024,3,2024-03,Sunday
492,2023-02-10,259,Maria Luiza Sales,F,18-25,Norte,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,128.36,2,0.0,Cartão Crédito,Entregue,Site,256.72,2023,2,2023-02,Friday
1506,2024-08-02,140,Maria Sophia Alves,F,36-45,Sudeste,Conjunto Lingerie Boudoir,Lingerie,151.61,1,0.0,Pix,Entregue,Site,151.61,2024,8,2024-08,Friday
2570,2024-01-20,600,Vinicius Nogueira,M,26-35,Sul,Gel Térmico Sensação Quente,Cosméticos Íntimos,79.8,2,5.0,Cartão Débito,Entregue,Marketplace,151.62,2024,1,2024-01,Saturday
85,2024-09-30,103,Isadora Pacheco,F,46+,Nordeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,47.33,3,0.0,Pix,Entregue,Site,141.99,2024,9,2024-09,Monday
3868,2024-11-27,298,Dra. Fernanda Lima,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,62.93,1,0.0,Pix,Entregue,Site,62.93,2024,11,2024-11,Wednesday
4363,2023-12-14,373,Cecília da Conceição,F,36-45,Sul,Cartas Posições Kamasutra,Jogos Adultos,108.2,1,0.0,Cartão Crédito,Entregue,App,108.2,2023,12,2023-12,Thursday
2759,2023-06-13,323,Dra. Nicole Jesus,F,46+,Sul,Cartas Posições Kamasutra,Jogos Adultos,66.68,2,0.0,Cartão Crédito,Entregue,App,133.36,2023,6,2023-06,Tuesday
3659,2023-03-02,255,Samuel Novais,M,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,82.96,2,0.0,Cartão Débito,Entregue,App,165.92,2023,3,2023-03,Thursday
352,2024-06-27,479,Léo das Neves,M,36-45,Sudeste,Wand Massager Pro,Vibradores,121.33,3,0.0,Pix,Entregue,Site,363.99,2024,6,2024-06,Thursday
2571,2023-05-30,142,Josué da Mata,M,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,293.59,2,0.0,Cartão Crédito,Entregue,Marketplace,587.18,2023,5,2023-05,Tuesday
4535,2023-03-13,219,José Barros,M,26-35,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,114.8,2,0.0,Pix,Entregue,App,229.6,2023,3,2023-03,Monday
5467,2023-08-27,386,Sra. Laura Vasconcelos,F,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,172.94,1,0.0,Cartão Crédito,Entregue,Site,172.94,2023,8,2023-08,Sunday
1262,2023-02-12,407,Lunna Pimenta,F,18-25,Sul,Body Coelhinha Plus Size,Lingerie,64.55,2,10.0,Pix,Entregue,Marketplace,116.19,2023,2,2023-02,Sunday
866,2024-02-19,221,Ana Júlia Ferreira,F,26-35,Norte,Massageador Corporal Wave,Vibradores,308.36,1,5.0,Boleto,Entregue,Marketplace,292.94,2024,2,2024-02,Monday
2329,2024-04-21,270,Beatriz Correia,F,26-35,Sul,Gel Excitante Masculino,Lubrificantes,61.01,3,5.0,Pix,Entregue,Site,173.88,2024,4,2024-04,Sunday
4511,2023-12-14,54,Ágatha Vasconcelos,F,18-25,Sul,Fantasia Policial,Lingerie,66.52,3,0.0,Pix,Entregue,Site,199.56,2023,12,2023-12,Thursday
1481,2024-06-29,430,Alexandre da Mota,M,26-35,Sul,Meia-Calça Rendada,Lingerie,102.93,2,0.0,Pix,Entregue,Site,205.86,2024,6,2024-06,Saturday
5162,2024-02-25,12,Eduardo Cunha,Não informado,26-35,Sul,Massageador Corporal Wave,Vibradores,101.65,2,0.0,Pix,Entregue,App,203.3,2024,2,2024-02,Sunday
599,2024-04-05,60,Sra. Ana Lívia Teixeira,F,26-35,Sul,Dominó Erótico,Jogos Adultos,43.74,5,0.0,Cartão Crédito,Entregue,App,218.7,2024,4,2024-04,Friday
2953,2024-12-30,328,Ryan Campos,M,18-25,Sul,Conjunto Lingerie Boudoir,Lingerie,92.34,2,0.0,Pix,Devolvido,App,184.68,2024,12,2024-12,Monday
812,2024-02-10,456,Srta. Luara Lima,F,46+,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,99.53,1,0.0,Cartão Crédito,Entregue,Site,99.53,2024,2,2024-02,Saturday
1739,2024-04-24,126,Ana Júlia Borges,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,43.54,2,0.0,Cartão Crédito,Entregue,Site,87.08,2024,4,2024-04,Wednesday
3521,2024-10-09,73,Sophie da Costa,F,36-45,Sudeste,Mini Vibrador Discreto,Vibradores,155.11,1,0.0,Pix,Entregue,App,155.11,2024,10,2024-10,Wednesday
4336,2023-08-05,16,Sra. Zoe Campos,F,18-25,Sudeste,Camisola Sensual Preta,Lingerie,152.13,3,10.0,Pix,Devolvido,Site,410.75,2023,8,2023-08,Saturday
1596,2024-04-03,232,Marcos Vinicius Gonçalves,M,36-45,Sul,Creme Retardante Masculino,Cosméticos Íntimos,102.29,1,0.0,Cartão Crédito,Entregue,Site,102.29,2024,4,2024-04,Wednesday
585,2023-01-31,268,Rafaela da Mota,F,26-35,Norte,Vibrador Rabbit Premium,Vibradores,121.5,2,10.0,Cartão Crédito,Entregue,Site,218.7,2023,1,2023-01,Tuesday
1176,2023-05-13,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Camisola Sensual Preta,Lingerie,188.59,1,5.0,Cartão Crédito,Entregue,Site,179.16,2023,5,2023-05,Saturday
1164,2024-08-13,354,Valentina Marques,F,46+,Sudeste,Colar e Guia BDSM,Acessórios BDSM,199.65,1,0.0,Boleto,Entregue,Site,199.65,2024,8,2024-08,Tuesday
5296,2024-05-17,41,Benicio Camargo,M,26-35,Nordeste,Body Rendado Vermelho,Lingerie,67.65,1,0.0,Pix,Entregue,Marketplace,67.65,2024,5,2024-05,Friday
1154,2024-11-03,301,Bento Cavalcante,Não informado,26-35,Norte,Gel Térmico Sensação Quente,Cosméticos Íntimos,66.51,2,5.0,Cartão Crédito,Entregue,Site,126.37,2024,11,2024-11,Sunday
402,2024-05-30,550,Antony Fonseca,M,18-25,Sudeste,Vibrador Ponto G Flex,Vibradores,136.63,1,0.0,Cartão Crédito,Devolvido,App,136.63,2024,5,2024-05,Thursday
3687,2024-12-28,600,Vinicius Nogueira,M,26-35,Sul,Massageador Corporal Wave,Vibradores,472.22,1,0.0,Cartão Débito,Entregue,Marketplace,472.22,2024,12,2024-12,Saturday
1621,2024-02-03,171,Melina Rocha,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,39.83,3,15.0,Cartão Crédito,Entregue,App,101.57,2024,2,2024-02,Saturday
801,2024-06-13,322,Théo Abreu,M,18-25,Sudeste,Camisola Sensual Preta,Lingerie,196.04,2,0.0,Cartão Crédito,Entregue,Site,392.08,2024,6,2024-06,Thursday
4585,2024-06-18,310,Alícia Teixeira,F,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,83.12,3,10.0,Pix,Entregue,Marketplace,224.42,2024,6,2024-06,Tuesday
2225,2024-01-06,4,Dra. Aurora Pastor,F,26-35,Sul,Body Rendado Vermelho,Lingerie,106.0,2,0.0,Cartão Débito,Entregue,App,212.0,2024,1,2024-01,Saturday
1076,2023-04-09,153,João Andrade,M,26-35,Sul,Body Coelhinha Plus Size,Lingerie,105.36,3,0.0,Cartão Crédito,Entregue,Site,316.08,2023,4,2023-04,Sunday
2289,2023-08-02,179,Gael Silva,M,36-45,Sudeste,Meia-Calça Rendada,Lingerie,121.0,1,0.0,Pix,Entregue,Site,121.0,2023,8,2023-08,Wednesday
692,2023-02-04,152,Joana Cavalcanti,F,26-35,Sul,Fantasia Enfermeira,Lingerie,175.71,1,0.0,Cartão Crédito,Entregue,Marketplace,175.71,2023,2,2023-02,Saturday
5155,2023-07-19,298,Dra. Fernanda Lima,F,26-35,Nordeste,Creme Retardante Masculino,Cosméticos Íntimos,123.96,1,15.0,Cartão Crédito,Entregue,Marketplace,105.37,2023,7,2023-07,Wednesday
4463,2024-02-13,787,Anthony Gabriel Sousa,M,18-25,Nordeste,Massageador Corporal Wave,Vibradores,425.93,3,10.0,Cartão Crédito,Entregue,Site,1150.01,2024,2,2024-02,Tuesday
334,2023-04-20,35,Diego da Luz,M,26-35,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,55.35,1,0.0,Cartão Crédito,Entregue,Site,55.35,2023,4,2023-04,Thursday
3906,2023-06-24,180,Dr. Thales Guerra,M,36-45,Sudeste,Kit Algemas Veludo,Acessórios BDSM,174.4,1,25.0,Pix,Entregue,Site,130.8,2023,6,2023-06,Saturday
995,2024-02-07,123,Giovanna Silva,F,36-45,Sudeste,Massageador Corporal Wave,Vibradores,470.3,1,25.0,Boleto,Entregue,Não informado,352.72,2024,2,2024-02,Wednesday
2715,2023-10-13,1,Sr. Apollo Sousa,M,18-25,Sudeste,Lubrificante Sabores Morango,Lubrificantes,64.11,2,0.0,Pix,Entregue,Marketplace,128.22,2023,10,2023-10,Friday
133,2023-10-25,36,Josué Souza,M,18-25,Sul,Conjunto Lingerie Boudoir,Lingerie,115.45,1,0.0,Boleto,Entregue,App,115.45,2023,10,2023-10,Wednesday
4936,2024-02-14,119,Letícia Ribeiro,Não informado,18-25,Norte,Dado do Prazer,Jogos Adultos,76.68,1,0.0,Pix,Entregue,Site,76.68,2024,2,2024-02,Wednesday
3949,2023-11-22,50,João Montenegro,M,26-35,Sudeste,Kit Algemas Veludo,Acessórios BDSM,133.29,1,20.0,Cartão Crédito,Entregue,Marketplace,106.63,2023,11,2023-11,Wednesday
81,2024-06-30,488,Ryan Moura,M,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,83.42,2,0.0,Pix,Entregue,App,166.84,2024,6,2024-06,Sunday
1437,2023-06-21,102,Nathan Campos,M,18-25,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,86.94,3,10.0,Cartão Crédito,Entregue,Site,234.74,2023,6,2023-06,Wednesday
3439,2024-07-08,598,Maria Vitória Cirino,F,26-35,Centro-Oeste,Mini Vibrador Discreto,Vibradores,459.42,1,0.0,Pix,Entregue,App,459.42,2024,7,2024-07,Monday
4309,2024-01-20,443,Srta. Ana Liz Mendes,F,18-25,Nordeste,Vibrador Ponto G Flex,Vibradores,309.12,3,0.0,Cartão Crédito,Entregue,Site,927.36,2024,1,2024-01,Saturday
3264,2023-06-13,6,Helena da Conceição,F,26-35,Sul,Wand Massager Pro,Vibradores,185.25,2,0.0,Pix,Devolvido,App,370.5,2023,6,2023-06,Tuesday
600,2023-10-25,12,Eduardo Cunha,Não informado,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,91.13,3,0.0,Pix,Entregue,App,273.39,2023,10,2023-10,Wednesday
2054,2024-06-11,637,Maysa Andrade,F,26-35,Sul,Meia-Calça Rendada,Lingerie,161.82,1,0.0,Cartão Débito,Devolvido,App,161.82,2024,6,2024-06,Tuesday
4589,2023-08-04,295,Isabel da Paz,F,36-45,Centro-Oeste,Vibrador Clássico Silicone,Vibradores,141.26,1,10.0,Cartão Crédito,Entregue,Site,127.13,2023,8,2023-08,Friday
2474,2023-02-04,335,Maria Vitória Mendes,F,46+,Sudeste,Gel Excitante Masculino,Lubrificantes,65.91,3,0.0,Pix,Devolvido,Site,197.73,2023,2,2023-02,Saturday
4443,2024-10-23,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Body Rendado Vermelho,Lingerie,147.9,1,0.0,Cartão Crédito,Entregue,Site,147.9,2024,10,2024-10,Wednesday
1394,2023-09-12,199,Maria Luísa Farias,F,46+,Nordeste,Lubrificante Base Silicone,Lubrificantes,45.81,1,0.0,Pix,Entregue,App,45.81,2023,9,2023-09,Tuesday
1243,2024-11-06,380,Fernanda Gomes,F,36-45,Sudeste,Vibrador Rabbit Premium,Vibradores,386.08,2,0.0,Cartão Crédito,Entregue,Site,772.16,2024,11,2024-11,Wednesday
626,2023-09-14,127,Sra. Kamilly Aparecida,F,36-45,Nordeste,Fantasia Enfermeira,Lingerie,194.56,1,25.0,Pix,Entregue,Marketplace,145.92,2023,9,2023-09,Thursday
469,2024-12-08,70,Alana Barbosa,F,26-35,Norte,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,63.95,1,0.0,Cartão Débito,Devolvido,App,63.95,2024,12,2024-12,Sunday
752,2024-09-13,623,Maria Eduarda Moreira,F,26-35,Sudeste,Meia-Calça Rendada,Lingerie,115.66,5,15.0,Cartão Crédito,Devolvido,Marketplace,491.55,2024,9,2024-09,Friday
2498,2024-02-15,492,José Miguel da Rocha,M,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,62.48,5,0.0,Pix,Entregue,Site,312.4,2024,2,2024-02,Thursday
4435,2024-02-06,22,Rafael Porto,M,36-45,Nordeste,Mini Vibrador Discreto,Vibradores,296.09,2,0.0,Cartão Débito,Entregue,App,592.18,2024,2,2024-02,Tuesday
2058,2024-08-25,145,Natália Ferreira,F,46+,Sul,Vibrador Duplo Prazer,Vibradores,257.52,1,0.0,Cartão Crédito,Entregue,Site,257.52,2024,8,2024-08,Sunday
2026,2024-10-25,84,Melissa Carvalho,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,46.74,1,0.0,Pix,Entregue,App,46.74,2024,10,2024-10,Friday
168,2023-12-12,58,Ana Laura da Costa,F,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,178.75,1,0.0,Pix,Entregue,Site,178.75,2023,12,2023-12,Tuesday
3387,2024-05-17,78,Aylla Ribeiro,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,30.64,2,15.0,Cartão Crédito,Entregue,Site,52.09,2024,5,2024-05,Friday
3492,2024-06-25,250,Raquel Cunha,F,26-35,Sudeste,Colar e Guia BDSM,Acessórios BDSM,150.82,1,0.0,Cartão Crédito,Entregue,Site,150.82,2024,6,2024-06,Tuesday
2693,2023-08-05,3,Cauã Rocha,M,18-25,Sudeste,Corda de Shibari 5m,Acessórios BDSM,123.57,1,0.0,Cartão Crédito,Entregue,Site,123.57,2023,8,2023-08,Saturday
2795,2023-04-12,157,Gabriel da Cunha,M,18-25,Sudeste,Vibrador Rabbit Premium,Vibradores,189.27,3,0.0,Cartão Crédito,Entregue,Site,567.81,2023,4,2023-04,Wednesday
3698,2024-10-29,292,Ana Vitória Castro,F,36-45,Sul,Dado do Prazer,Jogos Adultos,59.45,1,0.0,Cartão Débito,Entregue,Site,59.45,2024,10,2024-10,Tuesday
4712,2024-02-03,167,Srta. Liz Guerra,F,18-25,Sul,Body Coelhinha Plus Size,Lingerie,118.95,3,5.0,Boleto,Entregue,Site,339.01,2024,2,2024-02,Saturday
2670,2023-02-01,105,Mariah Ribeiro,F,18-25,Nordeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,81.22,1,0.0,Pix,Entregue,Site,81.22,2023,2,2023-02,Wednesday
3227,2024-10-13,77,Maria Luísa Correia,F,46+,Sudeste,Gel Excitante Masculino,Lubrificantes,45.75,1,25.0,Cartão Débito,Entregue,Site,34.31,2024,10,2024-10,Sunday
2989,2023-05-10,332,Bruna Martins,F,46+,Sudeste,Massageador Corporal Wave,Vibradores,247.32,1,10.0,Cartão Débito,Entregue,Site,222.59,2023,5,2023-05,Wednesday
5152,2024-04-16,63,Otávio Cunha,M,26-35,Sudeste,Venda para Olhos Satin,Acessórios BDSM,298.37,2,0.0,Cartão Crédito,Entregue,App,596.74,2024,4,2024-04,Tuesday
3537,2024-09-25,82,Lucca Caldeira,M,26-35,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,32.26,1,5.0,Cartão Crédito,Entregue,App,30.65,2024,9,2024-09,Wednesday
1840,2023-10-07,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,75.82,1,0.0,Cartão Débito,Entregue,App,75.82,2023,10,2023-10,Saturday
2481,2024-03-03,89,Enzo Jesus,M,36-45,Sul,Camisola Sensual Preta,Lingerie,87.26,2,0.0,Cartão Crédito,Entregue,Site,174.52,2024,3,2024-03,Sunday
2942,2024-11-14,247,Nicole Nunes,F,26-35,Nordeste,Conjunto Lingerie Boudoir,Lingerie,120.54,5,0.0,Cartão Crédito,Entregue,Marketplace,602.7,2024,11,2024-11,Thursday
3998,2024-11-04,138,Nicolas Pinto,M,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,331.77,3,15.0,Pix,Entregue,App,846.01,2024,11,2024-11,Monday
3752,2024-08-25,562,Larissa Sá,Não informado,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,36.48,1,25.0,Cartão Débito,Entregue,App,27.36,2024,8,2024-08,Sunday
4814,2024-12-26,195,Lucas Gabriel Dias,M,18-25,Centro-Oeste,Lubrificante Sabores Baunilha,Lubrificantes,74.06,2,0.0,Pix,Entregue,Site,148.12,2024,12,2024-12,Thursday
3563,2024-03-26,17,Bruno Novaes,M,26-35,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,58.98,1,0.0,Cartão Crédito,Entregue,App,58.98,2024,3,2024-03,Tuesday
2941,2023-06-05,86,Isadora Barbosa,Não informado,18-25,Sudeste,Vibrador Rabbit Premium,Vibradores,377.31,1,0.0,Cartão Crédito,Entregue,App,377.31,2023,6,2023-06,Monday
1058,2023-08-26,141,Lívia Viana,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,78.59,1,0.0,Cartão Crédito,Entregue,App,78.59,2023,8,2023-08,Saturday
1565,2024-01-28,436,Ana Júlia Cardoso,F,36-45,Sudeste,Gel Excitante Masculino,Lubrificantes,56.01,2,15.0,Pix,Entregue,Site,95.22,2024,1,2024-01,Sunday
297,2023-12-02,379,José Marques,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,84.73,3,0.0,Pix,Devolvido,App,254.19,2023,12,2023-12,Saturday
916,2023-06-23,157,Gabriel da Cunha,M,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,88.82,3,0.0,Pix,Entregue,App,266.46,2023,6,2023-06,Friday
1655,2024-02-25,26,Srta. Yasmin Siqueira,F,46+,Sul,Vibrador Rabbit Premium,Vibradores,184.54,1,0.0,Cartão Crédito,Entregue,Marketplace,184.54,2024,2,2024-02,Sunday
1770,2024-10-11,138,Nicolas Pinto,M,36-45,Sudeste,Creme Retardante Masculino,Cosméticos Íntimos,101.04,2,0.0,Boleto,Entregue,Marketplace,202.08,2024,10,2024-10,Friday
764,2024-08-23,354,Valentina Marques,F,46+,Sudeste,Body Rendado Vermelho,Lingerie,105.03,1,0.0,Boleto,Entregue,Site,105.03,2024,8,2024-08,Friday
2246,2023-06-14,200,Nina Leão,F,18-25,Centro-Oeste,Body Coelhinha Plus Size,Lingerie,147.99,1,0.0,Cartão Crédito,Entregue,Site,147.99,2023,6,2023-06,Wednesday
4421,2023-11-25,29,Dra. Hellena Rodrigues,F,26-35,Norte,Gel Excitante Masculino,Lubrificantes,61.83,4,0.0,Pix,Entregue,Site,247.32,2023,11,2023-11,Saturday
5134,2024-02-05,5,Ana Beatriz Alves,F,18-25,Sul,Kit Algemas Veludo,Acessórios BDSM,100.83,1,30.0,Pix,Entregue,App,70.58,2024,2,2024-02,Monday
4649,2023-08-25,503,Eloá Pinto,F,36-45,Sudeste,Venda para Olhos Satin,Acessórios BDSM,275.0,1,0.0,Boleto,Entregue,App,275.0,2023,8,2023-08,Friday
136,2024-10-26,108,Sra. Isabella da Luz,Não informado,36-45,Centro-Oeste,Fantasia Enfermeira,Lingerie,176.78,1,0.0,Pix,Entregue,Site,176.78,2024,10,2024-10,Saturday
5360,2023-10-07,187,Dr. Pedro Miguel Pimenta,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,448.93,2,0.0,Pix,Devolvido,App,897.86,2023,10,2023-10,Saturday
2665,2023-04-24,251,Joana Fernandes,F,46+,Sudeste,Lubrificante Sabores Morango,Lubrificantes,49.94,2,0.0,Pix,Entregue,App,99.88,2023,4,2023-04,Monday
1075,2023-07-18,755,Luiz Fernando Novais,M,36-45,Sudeste,Lingerie Cropped com Bojo,Lingerie,95.06,3,0.0,Cartão Crédito,Entregue,Marketplace,285.18,2023,7,2023-07,Tuesday
5243,2024-02-24,189,Emanuel Souza,M,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,171.03,1,15.0,Cartão Débito,Entregue,Site,145.38,2024,2,2024-02,Saturday
2017,2023-05-20,118,Dra. Alexia Rios,F,46+,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,96.79,2,0.0,Boleto,Entregue,Marketplace,193.58,2023,5,2023-05,Saturday
2030,2023-04-03,282,Kevin Barros,M,36-45,Nordeste,Fantasia Policial,Lingerie,83.37,1,10.0,Pix,Entregue,Site,75.03,2023,4,2023-04,Monday
912,2024-07-29,87,Beatriz Aragão,F,46+,Centro-Oeste,Dado do Prazer,Jogos Adultos,77.27,1,0.0,Pix,Entregue,Site,77.27,2024,7,2024-07,Monday
4455,2023-10-27,493,Dante Abreu,M,18-25,Sul,Lubrificante Base Silicone,Lubrificantes,85.21,1,10.0,Cartão Crédito,Entregue,App,76.69,2023,10,2023-10,Friday
3411,2023-11-16,145,Natália Ferreira,F,46+,Sul,Kit Roleplay Surpresa,Jogos Adultos,74.84,1,10.0,Boleto,Entregue,Site,67.36,2023,11,2023-11,Thursday
1935,2023-12-29,298,Dra. Fernanda Lima,F,26-35,Nordeste,Vibrador Duplo Prazer,Vibradores,350.67,1,0.0,Cartão Crédito,Devolvido,Site,350.67,2023,12,2023-12,Friday
1967,2023-03-12,57,Maria Cecília das Neves,F,18-25,Centro-Oeste,Colar e Guia BDSM,Acessórios BDSM,93.88,1,5.0,Pix,Entregue,Site,89.19,2023,3,2023-03,Sunday
3683,2024-02-27,381,Cauê da Costa,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,84.07,2,0.0,Pix,Entregue,Site,168.14,2024,2,2024-02,Tuesday
5434,2023-02-25,19,Bernardo Aparecida,M,36-45,Sudeste,Vibrador Clássico Silicone,Vibradores,283.03,2,0.0,Pix,Entregue,App,566.06,2023,2,2023-02,Saturday
5136,2024-03-04,130,Sra. Mariane Novais,F,46+,Nordeste,Creme Retardante Masculino,Cosméticos Íntimos,78.35,2,20.0,Boleto,Entregue,Site,125.36,2024,3,2024-03,Monday
4231,2024-02-18,318,Sabrina da Paz,Não informado,46+,Nordeste,Vibrador Ponto G Flex,Vibradores,374.08,1,0.0,Cartão Débito,Entregue,Site,374.08,2024,2,2024-02,Sunday
5445,2024-12-22,22,Rafael Porto,M,36-45,Nordeste,Lubrificante Sabores Morango,Lubrificantes,43.65,1,0.0,Cartão Crédito,Entregue,Site,43.65,2024,12,2024-12,Sunday
122,2024-08-22,539,Dra. Lívia Azevedo,F,36-45,Sul,Chicote de Couro Soft,Acessórios BDSM,281.91,1,15.0,Cartão Crédito,Entregue,Marketplace,239.62,2024,8,2024-08,Thursday
1818,2024-09-14,378,Letícia Porto,F,26-35,Sudeste,Lubrificante Sabores Morango,Lubrificantes,59.35,1,0.0,Cartão Crédito,Entregue,App,59.35,2024,9,2024-09,Saturday
1040,2024-11-05,105,Mariah Ribeiro,F,18-25,Nordeste,Cartas Posições Kamasutra,Jogos Adultos,118.03,1,10.0,Cartão Débito,Entregue,Site,106.23,2024,11,2024-11,Tuesday
3050,2024-02-07,85,Emilly da Mota,F,26-35,Norte,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,33.6,1,0.0,Cartão Crédito,Entregue,Marketplace,33.6,2024,2,2024-02,Wednesday
5184,2023-07-07,613,Ana Clara Vieira,F,26-35,Sudeste,Wand Massager Pro,Vibradores,290.57,1,0.0,Cartão Crédito,Entregue,Site,290.57,2023,7,2023-07,Friday
1380,2023-11-10,241,Natália Santos,F,46+,Nordeste,Lingerie Cropped com Bojo,Lingerie,129.4,1,0.0,Cartão Crédito,Entregue,Marketplace,129.4,2023,11,2023-11,Friday
2094,2024-05-15,201,Gabrielly Leão,F,36-45,Sul,Mini Vibrador Discreto,Vibradores,310.62,1,0.0,Pix,Entregue,Marketplace,310.62,2024,5,2024-05,Wednesday
3608,2023-07-25,93,Mirella da Paz,F,26-35,Sudeste,Camisola Sensual Preta,Lingerie,88.67,1,0.0,Cartão Débito,Entregue,App,88.67,2023,7,2023-07,Tuesday
3182,2024-10-13,95,Juan Cunha,M,26-35,Sul,Body Rendado Vermelho,Lingerie,74.87,1,0.0,Cartão Débito,Entregue,Site,74.87,2024,10,2024-10,Sunday
2087,2024-02-17,31,Luara Guerra,F,36-45,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,243.25,1,0.0,Cartão Crédito,Entregue,Site,243.25,2024,2,2024-02,Saturday
4672,2023-02-21,512,Dra. Clara da Costa,F,36-45,Sul,Body Coelhinha Plus Size,Lingerie,76.8,1,0.0,Cartão Crédito,Entregue,App,76.8,2023,2,2023-02,Tuesday
2472,2024-01-23,683,Julia Rezende,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,79.19,1,0.0,Boleto,Entregue,Site,79.19,2024,1,2024-01,Tuesday
427,2023-06-23,159,Zoe Rodrigues,F,46+,Sul,Creme Excitante Feminino,Cosméticos Íntimos,38.02,1,0.0,Pix,Entregue,Site,38.02,2023,6,2023-06,Friday
2068,2023-04-23,83,Evelyn Correia,F,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,125.1,2,0.0,Cartão Crédito,Entregue,Marketplace,250.2,2023,4,2023-04,Sunday
3405,2023-09-25,358,Sra. Anna Liz Farias,F,36-45,Sudeste,Body Rendado Vermelho,Lingerie,69.1,1,15.0,Cartão Crédito,Entregue,App,58.73,2023,9,2023-09,Monday
5346,2023-06-15,209,Maria Julia Fernandes,F,36-45,Sudeste,Body Rendado Vermelho,Lingerie,113.69,1,0.0,Pix,Entregue,Site,113.69,2023,6,2023-06,Thursday
4880,2024-06-29,437,Sra. Valentina Camargo,F,26-35,Sudeste,Vibrador Rabbit Premium,Vibradores,413.18,2,0.0,Boleto,Entregue,Site,826.36,2024,6,2024-06,Saturday
926,2023-07-12,7,Apollo Novais,M,18-25,Nordeste,Gel Excitante Feminino,Lubrificantes,39.65,2,0.0,Cartão Crédito,Entregue,Site,79.3,2023,7,2023-07,Wednesday
502,2023-06-15,208,Maya Mendonça,F,18-25,Sudeste,Mordaça Silicone,Acessórios BDSM,227.8,1,5.0,Cartão Crédito,Entregue,Site,216.41,2023,6,2023-06,Thursday
2403,2023-11-07,144,Ravy Câmara,M,18-25,Sudeste,Corda de Shibari 5m,Acessórios BDSM,279.48,1,30.0,Cartão Crédito,Entregue,App,195.64,2023,11,2023-11,Tuesday
