ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda
23826,2018-02-11,527,Ana Cecília Machado,F,46+,Sul,Massageador Corporal Wave,Vibradores,99.94,1,0.0,Cartão Crédito,Entregue,App
16340,2020-03-22,146,Heloísa Câmara,F,26-35,Nordeste,Wand Massager Pro,Vibradores,386.35,4,20.0,Pix,Entregue,Marketplace
16172,2017-06-08,318,Sabrina da Paz,Não informado,46+,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,89.76,4,0.0,Cartão Crédito,Entregue,Site
8201,2020-02-23,64,Gabriela Silva,F,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,268.67,5,10.0,Pix,Entregue,Site
4784,2017-11-26,104,Asafe Pinto,M,46+,Sudeste,Mini Vibrador Discreto,Vibradores,95.06,2,0.0,Pix,Entregue,Marketplace
822,2020-04-21,2,Isabelly Câmara,F,36-45,Nordeste,Jogo Tabuleiro Casais,Jogos Adultos,110.85,3,0.0,Pix,Entregue,App
18824,2016-09-06,687,Rafaela da Cruz,F,46+,Sul,Wand Massager Pro,Vibradores,164.87,1,30.0,Cartão Crédito,Cancelado,Site
15580,2016-02-29,418,Lara Andrade,F,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,214.15,5,0.0,Pix,Entregue,Marketplace
5800,2020-09-09,54,Ágatha Vasconcelos,F,18-25,Sul,Lubrificante Base Silicone,Lubrificantes,77.62,1,30.0,Pix,Entregue,Site
28925,2020-08-15,418,Lara Andrade,F,26-35,Nordeste,Dado do Prazer,Jogos Adultos,73.69,2,0.0,Cartão Crédito,Entregue,Site
2603,2015-08-31,415,Dra. Ágatha Leão,F,26-35,Sudeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,185.4,1,0.0,Cartão Crédito,Entregue,Site
11136,2017-03-28,54,Ágatha Vasconcelos,F,18-25,Sul,Wand Massager Pro,Vibradores,454.52,1,30.0,Cartão Crédito,Entregue,App
14983,2018-02-06,1395,Maria Fernanda da Luz,F,18-25,Sul,Gel Excitante Feminino,Lubrificantes,60.19,1,0.0,Cartão Crédito,Entregue,Site
14369,2017-06-22,982,Srta. Mariana Vieira,F,18-25,Sudeste,Corda de Shibari 5m,Acessórios BDSM,71.95,2,0.0,Cartão Débito,Entregue,Marketplace
11770,2020-08-15,7,Apollo Novais,M,18-25,Nordeste,Lubrificante Base Silicone,Lubrificantes,64.4,1,0.0,Pix,Entregue,Marketplace
28770,2018-08-28,15,Julia Aparecida,F,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,59.96,1,0.0,Pix,Entregue,Site
21958,2016-02-06,344,Zoe Mendes,F,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,248.95,2,0.0,Cartão Crédito,Entregue,Marketplace
4978,2023-03-08,70,Alana Barbosa,F,26-35,Norte,Dominó Erótico,Jogos Adultos,88.82,4,0.0,Boleto,Entregue,Site
28532,2020-07-31,114,Caroline Ferreira,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,34.55,2,25.0,Pix,Entregue,Site
20521,2026-08-19,103,Isadora Pacheco,F,46+,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,89.56,4,0.0,Cartão Crédito,Entregue,App
23243,2017-02-14,211,Ravi Lucca Cardoso,Não informado,26-35,Sudeste,Fantasia Enfermeira,Lingerie,122.34,2,0.0,Pix,Entregue,Site
28167,2026-09-24,288,Ana Liz Pimenta,F,36-45,Centro-Oeste,Corda de Shibari 5m,Acessórios BDSM,196.44,1,0.0,Pix,Entregue,App
11294,2017-06-07,394,Emanuella Costa,F,36-45,Nordeste,Creme Retardante Masculino,Cosméticos Íntimos,94.93,1,0.0,Cartão Crédito,Cancelado,Site
28177,2022-09-22,553,Cecilia Cassiano,F,18-25,Centro-Oeste,Camisola Sensual Preta,Lingerie,89.49,1,5.0,Cartão Crédito,Entregue,App
9464,2019-01-09,201,Gabrielly Leão,F,36-45,Sul,Body Coelhinha Plus Size,Lingerie,96.26,1,0.0,Pix,Devolvido,Site
17284,2026-07-15,474,Alana Cirino,F,26-35,Sul,Body Coelhinha Plus Size,Lingerie,171.77,1,0.0,Pix,Entregue,App
24192,2021-10-19,369,Vinícius Jesus,M,36-45,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,82.09,1,0.0,Pix,Entregue,App
29049,2020-06-16,295,Isabel da Paz,F,36-45,Centro-Oeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,38.83,3,0.0,Pix,Devolvido,App
11033,2026-12-17,162,Davi Silveira,M,36-45,Norte,Meia-Calça Rendada,Lingerie,103.42,1,0.0,Cartão Crédito,Entregue,Marketplace
3319,2016-03-10,490,Benjamin Abreu,M,46+,Sudeste,Lingerie Cropped com Bojo,Lingerie,115.53,1,0.0,Pix,Entregue,App
22097,2018-03-15,269,Dra. Valentina Peixoto,F,18-25,Sul,Meia-Calça Rendada,Lingerie,143.22,1,0.0,Cartão Débito,Entregue,App
28131,2020-02-11,123,Giovanna Silva,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,33.69,3,0.0,Cartão Débito,Entregue,Marketplace
12621,2025-06-30,399,Ana Vitória Casa Grande,F,36-45,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,62.8,2,20.0,Boleto,Entregue,App
9117,2020-12-17,277,Pedro Lucas Fernandes,M,36-45,Centro-Oeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,42.59,4,0.0,Pix,Entregue,Marketplace
21367,2021-09-26,239,Sra. Alice Leão,F,18-25,Sudeste,Mini Vibrador Discreto,Vibradores,316.43,2,0.0,Boleto,Entregue,Site
2885,2015-04-19,22,Rafael Porto,M,36-45,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,37.56,1,15.0,Cartão Crédito,Entregue,App
11193,2026-12-23,70,Alana Barbosa,F,26-35,Norte,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,137.82,1,30.0,Pix,Entregue,App
14074,2018-10-09,804,Rhavi Cassiano,M,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,285.67,1,0.0,Cartão Crédito,Entregue,Site
3266,2021-08-04,22,Rafael Porto,M,36-45,Nordeste,Cartas Posições Kamasutra,Jogos Adultos,129.01,1,10.0,Cartão Débito,Entregue,Marketplace
29529,2021-06-21,836,Letícia Martins,F,26-35,Sul,Cartas Posições Kamasutra,Jogos Adultos,120.77,2,0.0,Pix,Entregue,App
280,2026-03-05,477,Dra. Helena Garcia,F,18-25,Nordeste,Massageador Corporal Wave,Vibradores,129.66,2,0.0,Pix,Entregue,Site
1677,2015-03-01,26,Srta. Yasmin Siqueira,F,46+,Sul,Body Coelhinha Plus Size,Lingerie,175.24,1,0.0,Boleto,Entregue,Marketplace
517,2024-09-26,142,Josué da Mata,M,26-35,Sudeste,Camisola Sensual Preta,Lingerie,116.77,2,0.0,Pix,Entregue,Site
24460,2016-03-08,337,Diogo Gomes,M,26-35,Sul,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,170.61,1,0.0,Boleto,Entregue,App
20849,2018-09-16,229,Bruna Vasconcelos,F,26-35,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,84.22,2,0.0,Pix,Entregue,Marketplace
16402,2022-05-09,477,Dra. Helena Garcia,F,18-25,Nordeste,Kit Roleplay Surpresa,Jogos Adultos,64.86,1,0.0,Cartão Crédito,Entregue,Site
19955,2026-09-26,42,Eduarda Vieira,F,18-25,Sudeste,Colar e Guia BDSM,Acessórios BDSM,146.26,4,0.0,Pix,Devolvido,Site
20250,2019-01-29,147,Evelyn Guerra,F,36-45,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,111.15,1,0.0,Pix,Entregue,App
29505,2020-02-22,200,Nina Leão,F,18-25,Centro-Oeste,Lubrificante Sabores Baunilha,Lubrificantes,86.38,2,0.0,Pix,Devolvido,Site
19086,2016-01-02,303,Ravi Lucca Sales,M,36-45,Sudeste,Body Rendado Vermelho,Lingerie,177.64,2,10.0,Cartão Crédito,Entregue,Site
6527,2015-06-11,8,Yago Leão,M,26-35,Sudeste,Camisola Sensual Preta,Lingerie,73.62,1,15.0,Cartão Crédito,Cancelado,Marketplace
14488,2021-04-21,541,Sra. Larissa da Cunha,F,36-45,Nordeste,Kit Roleplay Surpresa,Jogos Adultos,94.35,2,0.0,Pix,Entregue,App
12164,2016-11-07,79,Maria Lima,F,18-25,Centro-Oeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,48.62,2,15.0,Cartão Crédito,Entregue,Site
1247,2025-08-25,43,Sra. Ana Luiza Gomes,F,46+,Centro-Oeste,Lubrificante Sabores Baunilha,Lubrificantes,50.89,1,20.0,Pix,Entregue,App
11741,2017-05-12,117,Kevin Pimenta,M,26-35,Norte,Gel Excitante Feminino,Lubrificantes,89.23,1,20.0,Cartão Crédito,Entregue,Site
25253,2018-10-16,118,Dra. Alexia Rios,F,46+,Sudeste,Massageador Corporal Wave,Vibradores,145.5,1,0.0,Cartão Crédito,Entregue,Marketplace
14775,2017-02-02,542,Dra. Clarice Farias,F,18-25,Sudeste,Wand Massager Pro,Vibradores,321.9,1,10.0,Cartão Crédito,Entregue,Site
29804,2023-04-30,91,Bento Cavalcante,M,26-35,Sul,Camisola Sensual Preta,Lingerie,186.14,5,0.0,Boleto,Entregue,Site
12951,2024-03-24,177,Isabelly Melo,F,18-25,Sudeste,Gel Excitante Feminino,Lubrificantes,39.69,4,0.0,Pix,Entregue,Site
3384,2023-10-22,91,Bento Cavalcante,M,26-35,Sul,Fantasia Policial,Lingerie,188.72,1,0.0,Pix,Entregue,App
3581,2025-04-26,199,Maria Luísa Farias,F,46+,Nordeste,Body Coelhinha Plus Size,Lingerie,95.45,1,0.0,Boleto,Entregue,App
21579,2024-06-20,256,Renan Ramos,M,26-35,Nordeste,Meia-Calça Rendada,Lingerie,123.19,2,5.0,Pix,Entregue,Marketplace
27991,2026-12-18,112,Beatriz Barbosa,F,36-45,Nordeste,Mini Vibrador Discreto,Vibradores,318.3,4,30.0,Cartão Crédito,Entregue,App
18872,2016-12-30,128,Lívia Vargas,F,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,306.46,1,30.0,Pix,Entregue,Marketplace
19740,2025-03-30,143,Cauê Garcia,M,18-25,Nordeste,Mini Vibrador Discreto,Vibradores,97.46,2,0.0,Boleto,Cancelado,Site
27500,2024-07-14,785,Elisa Siqueira,F,26-35,Sul,Chicote de Couro Soft,Acessórios BDSM,191.34,2,0.0,Cartão Crédito,Entregue,Site
12535,2023-10-15,49,Eduarda Marques,F,26-35,Sul,Kit Roleplay Surpresa,Jogos Adultos,90.22,2,0.0,Boleto,Cancelado,Site
25169,2026-01-15,942,Sr. Mathias Dias,M,18-25,Sudeste,Vibrador Clássico Silicone,Vibradores,343.55,2,0.0,Pix,Entregue,Site
7175,2017-06-04,31,Luara Guerra,F,36-45,Nordeste,Vibrador Clássico Silicone,Vibradores,442.74,1,0.0,Cartão Crédito,Entregue,Site
6704,2016-12-13,109,Caroline Rios,F,36-45,Sudeste,Fantasia Enfermeira,Lingerie,170.53,1,0.0,Cartão Crédito,Entregue,Site
17943,2015-10-11,289,Srta. Giovanna Pires,F,36-45,Sudeste,Fantasia Policial,Lingerie,103.02,1,0.0,Cartão Crédito,Entregue,Site
10154,2017-02-25,17,Bruno Novaes,M,26-35,Sudeste,Wand Massager Pro,Vibradores,188.55,2,0.0,Boleto,Entregue,Marketplace
14092,2025-02-13,149,Luiz Fernando Ramos,M,36-45,Nordeste,Mini Vibrador Discreto,Vibradores,201.62,1,0.0,Boleto,Entregue,Site
21602,2018-04-13,606,Dra. Bella Vargas,Não informado,26-35,Sul,Camisola Sensual Preta,Lingerie,146.08,1,0.0,Cartão Crédito,Entregue,Marketplace
25812,2017-04-12,639,Sra. Maria Cecília Gomes,F,18-25,Sudeste,Fantasia Policial,Lingerie,109.69,1,0.0,Cartão Crédito,Entregue,Marketplace
5200,2024-04-19,100,Anna Liz Cirino,F,18-25,Centro-Oeste,Wand Massager Pro,Vibradores,456.49,3,0.0,Cartão Crédito,Entregue,Site
25392,2022-09-22,120,Catarina da Luz,F,18-25,Sul,Meia-Calça Rendada,Lingerie,190.07,1,15.0,Pix,Cancelado,Site
21000,2016-09-04,168,Agatha da Rosa,F,26-35,Sul,Body Rendado Vermelho,Lingerie,152.08,1,10.0,Cartão Crédito,Entregue,Marketplace
22764,2019-11-05,554,Laís Viana,F,46+,Sudeste,Massageador Corporal Wave,Vibradores,457.0,2,0.0,Cartão Crédito,Entregue,App
14384,2015-05-18,49,Eduarda Marques,F,26-35,Sul,Fantasia Policial,Lingerie,159.57,2,30.0,Cartão Débito,Entregue,Marketplace
5043,2021-04-08,64,Gabriela Silva,F,26-35,Sudeste,Mini Vibrador Discreto,Vibradores,433.11,1,0.0,Cartão Débito,Cancelado,App
3923,2016-01-21,459,Antonella Borges,F,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,59.54,2,5.0,Cartão Crédito,Entregue,App
14585,2025-04-07,454,Maria Sophia Fernandes,F,18-25,Nordeste,Fantasia Policial,Lingerie,68.49,1,0.0,Pix,Cancelado,App
18782,2017-09-26,65,Maria Liz Rios,F,46+,Sul,Lubrificante Base Silicone,Lubrificantes,87.57,1,0.0,Cartão Crédito,Cancelado,Site
23962,2018-02-26,83,Evelyn Correia,F,26-35,Nordeste,Venda para Olhos Satin,Acessórios BDSM,185.03,2,25.0,Pix,Entregue,Site
27475,2024-04-23,2,Isabelly Câmara,F,36-45,Nordeste,Lubrificante Base Silicone,Lubrificantes,75.02,2,25.0,Cartão Crédito,Entregue,Site
12954,2023-12-31,104,Asafe Pinto,M,46+,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,71.28,1,20.0,Cartão Débito,Entregue,App
14461,2023-08-11,1042,Maria Vitória Santos,F,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,69.26,1,25.0,Pix,Devolvido,Site
12112,2021-06-15,385,Benicio Pereira,M,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,47.35,1,0.0,Pix,Entregue,Site
12038,2022-05-18,572,Davi da Paz,M,26-35,Nordeste,Kit Roleplay Surpresa,Jogos Adultos,92.97,1,0.0,Cartão Crédito,Entregue,App
6881,2017-11-10,438,Srta. Olívia Machado,F,46+,Sul,Cartas Posições Kamasutra,Jogos Adultos,120.45,3,10.0,Pix,Entregue,Site
17708,2022-03-14,5,Ana Beatriz Alves,F,18-25,Sul,Camisola Sensual Preta,Lingerie,165.21,1,0.0,Pix,Entregue,Site
3886,2019-06-24,817,Melissa Araújo,F,36-45,Nordeste,Body Coelhinha Plus Size,Lingerie,123.2,1,0.0,Pix,Cancelado,Site
17958,2023-08-09,835,Agatha Sá,F,26-35,Sudeste,Lingerie Cropped com Bojo,Lingerie,169.14,2,0.0,Cartão Débito,Entregue,Site
2241,2020-02-09,475,Murilo Azevedo,Não informado,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,220.93,1,0.0,Cartão Crédito,Entregue,Site
27773,2022-02-18,172,Sophia Melo,F,36-45,Nordeste,Lubrificante Sabores Morango,Lubrificantes,50.9,1,0.0,Pix,Entregue,Site
13178,2025-05-02,163,Sofia das Neves,F,36-45,Sul,Kit Roleplay Surpresa,Jogos Adultos,70.37,1,30.0,Pix,Cancelado,Site
24876,2024-02-20,140,Maria Sophia Alves,F,36-45,Sudeste,Venda para Olhos Satin,Acessórios BDSM,263.48,1,5.0,Cartão Crédito,Entregue,Site
8623,2023-07-16,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,92.01,1,0.0,Pix,Entregue,Site
3299,2020-09-17,142,Josué da Mata,M,26-35,Sudeste,Dominó Erótico,Jogos Adultos,103.72,1,0.0,Pix,Entregue,Site
22605,2016-06-10,262,Vitória Ferreira,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,36.57,1,0.0,Boleto,Cancelado,Site
4470,2018-12-01,635,Dr. Luiz Otávio Moraes,M,18-25,Sul,Camisola Sensual Preta,Lingerie,108.19,1,0.0,Cartão Débito,Entregue,Site
12696,2022-06-07,287,Lorena Nunes,F,36-45,Centro-Oeste,Mini Vibrador Discreto,Vibradores,135.53,2,0.0,Cartão Crédito,Entregue,Site
20028,2021-11-02,7,Apollo Novais,M,18-25,Nordeste,Body Rendado Vermelho,Lingerie,196.61,1,0.0,Cartão Crédito,Entregue,Site
12585,2019-02-21,74,Raquel Cunha,F,46+,Sul,Chicote de Couro Soft,Acessórios BDSM,213.17,2,0.0,Cartão Crédito,Entregue,App
9045,2020-09-23,183,Henry Cavalcanti,M,26-35,Nordeste,Body Rendado Vermelho,Lingerie,91.31,3,0.0,Cartão Crédito,Cancelado,Site
3526,2023-10-27,48,Sra. Brenda da Rocha,F,26-35,Centro-Oeste,Creme Retardante Masculino,Cosméticos Íntimos,66.38,2,0.0,Cartão Crédito,Entregue,Marketplace
26874,2025-12-29,526,Sr. Thiago Gomes,M,36-45,Sul,Gel Excitante Masculino,Lubrificantes,30.81,1,0.0,Pix,Entregue,App
19328,2017-07-09,237,Mariane Ribeiro,F,18-25,Nordeste,Dominó Erótico,Jogos Adultos,77.2,3,0.0,Cartão Crédito,Entregue,Marketplace
29484,2025-02-07,341,Juliana Abreu,F,26-35,Nordeste,Camisola Sensual Preta,Lingerie,179.5,1,0.0,Cartão Débito,Entregue,Site
17075,2019-12-15,254,Isabella Silveira,F,36-45,Sul,Fantasia Policial,Lingerie,136.3,1,0.0,Pix,Entregue,Site
16671,2018-09-17,266,Sr. Levi Campos,M,26-35,Centro-Oeste,Lubrificante Sabores Morango,Lubrificantes,43.64,3,15.0,Cartão Crédito,Entregue,Site
28730,2017-07-26,425,Alícia Aragão,F,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,67.54,2,0.0,Boleto,Entregue,App
9805,2016-08-11,247,Nicole Nunes,F,26-35,Nordeste,Vibrador Ponto G Flex,Vibradores,147.48,1,0.0,Pix,Devolvido,Site
20297,2018-06-15,371,Anna Liz Pimenta,F,26-35,Sul,Óleo de Massagem Relaxante,Lubrificantes,84.3,5,0.0,Cartão Crédito,Entregue,Site
29680,2024-03-06,226,Danilo Nunes,M,36-45,Centro-Oeste,Kit Cuidados Íntimos,Cosméticos Íntimos,56.77,2,20.0,Pix,Entregue,Marketplace
15663,2022-02-27,202,Antônio Teixeira,M,36-45,Sul,Vibrador Duplo Prazer,Vibradores,246.09,1,0.0,Cartão Crédito,Entregue,Site
13707,2024-02-08,247,Nicole Nunes,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,45.72,1,15.0,Cartão Crédito,Entregue,Site
27983,2021-01-13,471,Amanda Pereira,F,18-25,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,86.78,3,0.0,Boleto,Devolvido,Site
17614,2017-03-15,139,Srta. Isabela Castro,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,87.22,1,0.0,Pix,Entregue,Site
18000,2016-04-24,517,Pietro Rodrigues,M,36-45,Nordeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,113.44,1,0.0,Boleto,Entregue,Marketplace
25398,2022-06-09,163,Sofia das Neves,F,36-45,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,75.57,2,0.0,Pix,Entregue,App
15410,2018-01-24,112,Beatriz Barbosa,F,36-45,Nordeste,Fantasia Policial,Lingerie,87.82,2,0.0,Pix,Entregue,Marketplace
1611,2021-03-20,637,Maysa Andrade,F,26-35,Sul,Gel Térmico Sensação Quente,Cosméticos Íntimos,81.24,3,0.0,Pix,Entregue,App
5161,2017-03-18,288,Ana Liz Pimenta,F,36-45,Centro-Oeste,Vibrador Rabbit Premium,Vibradores,365.15,5,0.0,Boleto,Entregue,Marketplace
22638,2021-12-16,44,Ravi Lucca Moura,M,26-35,Sudeste,Kit Cuidados Íntimos,Cosméticos Íntimos,47.19,1,0.0,Cartão Débito,Entregue,Site
4405,2020-12-05,1366,Sr. Renan Cardoso,M,26-35,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,84.18,2,0.0,Cartão Crédito,Entregue,Site
28250,2021-01-23,51,Thiago Caldeira,Não informado,36-45,Sul,Vibrador Rabbit Premium,Vibradores,220.49,2,0.0,Pix,Entregue,Marketplace
27779,2020-12-14,258,Ayla da Rocha,F,18-25,Sul,Body Rendado Vermelho,Lingerie,62.27,1,5.0,Cartão Crédito,Entregue,Marketplace
9927,2023-10-21,177,Isabelly Melo,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,39.69,1,0.0,Cartão Crédito,Entregue,Site
15491,2022-01-09,208,Maya Mendonça,F,18-25,Sudeste,Vibrador Clássico Silicone,Vibradores,367.42,2,0.0,Cartão Débito,Entregue,App
28751,2019-08-11,246,João Lucas Machado,M,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,136.61,2,15.0,Pix,Entregue,App
12472,2018-08-10,343,Rebeca Cassiano,F,36-45,Sudeste,Meia-Calça Rendada,Lingerie,175.99,2,0.0,Cartão Crédito,Entregue,App
16547,2018-11-07,1443,Thomas Silveira,M,26-35,Sul,Fantasia Policial,Lingerie,107.07,3,0.0,Cartão Crédito,Entregue,App
19272,2019-05-21,1425,Luiz Henrique Sá,M,46+,Sudeste,Vibrador Rabbit Premium,Vibradores,403.71,1,0.0,Pix,Cancelado,App
4038,2015-04-13,474,Alana Cirino,F,26-35,Sul,Lingerie Cropped com Bojo,Lingerie,147.39,3,0.0,Boleto,Entregue,Marketplace
11687,2016-04-29,19,Bernardo Aparecida,M,36-45,Sudeste,Wand Massager Pro,Vibradores,283.47,3,0.0,Boleto,Entregue,Site
11703,2024-11-30,34,Dr. Miguel Ramos,M,18-25,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,65.84,2,0.0,Pix,Entregue,Marketplace
23813,2023-02-22,213,Amanda Barros,F,18-25,Sul,Vibrador Ponto G Flex,Vibradores,129.18,5,0.0,Cartão Crédito,Entregue,Site
12864,2022-04-03,154,Maya Ferreira,F,18-25,Sudeste,Fantasia Enfermeira,Lingerie,70.35,1,0.0,Pix,Cancelado,Marketplace
24044,2026-12-01,228,Maria Eduarda Cavalcante,F,18-25,Sudeste,Vibrador Duplo Prazer,Vibradores,157.31,2,0.0,Cartão Débito,Entregue,Site
29943,2025-11-28,564,Luana Viana,F,46+,Nordeste,Lubrificante Base Silicone,Lubrificantes,51.14,2,20.0,Boleto,Entregue,Site
23014,2025-12-31,470,Henry Gabriel Lima,M,18-25,Sul,Colar e Guia BDSM,Acessórios BDSM,218.25,2,0.0,Boleto,Entregue,Site
27233,2015-12-16,8,Yago Leão,M,26-35,Sudeste,Fantasia Enfermeira,Lingerie,196.05,2,0.0,Pix,Cancelado,App
11757,2023-09-12,499,Ana Vitória Dias,Não informado,46+,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,40.92,2,30.0,Cartão Crédito,Entregue,Site
24775,2019-10-20,14,Aylla Fogaça,F,36-45,Sudeste,Creme Retardante Masculino,Cosméticos Íntimos,35.69,5,30.0,Cartão Crédito,Entregue,Site
10290,2025-03-23,47,João Felipe Vargas,M,18-25,Sul,Dado do Prazer,Jogos Adultos,48.28,1,0.0,Cartão Crédito,Entregue,App
2281,2025-07-16,89,Enzo Jesus,M,36-45,Sul,Mini Vibrador Discreto,Vibradores,133.21,1,0.0,Cartão Crédito,Entregue,Site
14404,2015-06-26,467,Rafaela Câmara,F,26-35,Sudeste,Wand Massager Pro,Vibradores,475.86,2,0.0,Boleto,Entregue,App
3185,2021-01-14,218,Lara Sá,F,46+,Sul,Chicote de Couro Soft,Acessórios BDSM,204.15,1,0.0,Pix,Entregue,Site
18737,2025-10-10,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,56.44,1,0.0,Pix,Entregue,App
2389,2022-03-07,367,Juan Fogaça,M,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,58.5,1,0.0,Pix,Entregue,App
17694,2016-02-19,134,Ana Cecília das Neves,F,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,181.61,2,0.0,Cartão Crédito,Entregue,Marketplace
28982,2020-05-02,22,Rafael Porto,M,36-45,Nordeste,Massageador Corporal Wave,Vibradores,207.27,1,25.0,Cartão Crédito,Entregue,Marketplace
11009,2026-02-25,339,Bernardo da Mota,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,54.25,1,30.0,Cartão Crédito,Entregue,Marketplace
14682,2023-07-11,7,Apollo Novais,M,18-25,Nordeste,Kit Algemas Veludo,Acessórios BDSM,127.84,3,0.0,Pix,Entregue,App
4745,2026-05-31,80,Nina Siqueira,F,26-35,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,76.74,1,0.0,Cartão Crédito,Entregue,App
22858,2022-04-22,81,Beatriz Araújo,F,26-35,Sul,Colar e Guia BDSM,Acessórios BDSM,276.42,1,0.0,Pix,Entregue,Site
24927,2026-10-29,111,Anthony Marques,M,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,79.32,1,25.0,Pix,Entregue,Site
2951,2016-08-12,528,Gabriel Duarte,M,18-25,Sudeste,Massageador Corporal Wave,Vibradores,139.28,2,20.0,Pix,Entregue,Site
10507,2022-06-26,181,Diogo Rezende,M,46+,Sudeste,Gel Excitante Feminino,Lubrificantes,89.75,3,0.0,Pix,Entregue,Marketplace
29192,2024-02-21,156,Bruna Gomes,F,26-35,Nordeste,Mini Vibrador Discreto,Vibradores,128.82,2,0.0,Cartão Crédito,Entregue,Site
21895,2020-02-03,324,Gabriel Moreira,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,46.52,3,0.0,Pix,Cancelado,Site
21751,2019-02-16,15,Julia Aparecida,F,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,423.83,2,10.0,Pix,Entregue,Site
20257,2015-12-21,22,Rafael Porto,M,36-45,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,73.17,1,0.0,Pix,Entregue,Site
26800,2017-11-18,55,Agatha Peixoto,F,46+,Nordeste,Lubrificante Base Silicone,Lubrificantes,73.96,4,10.0,Cartão Crédito,Entregue,Marketplace
9930,2015-09-08,672,Davi Moreira,M,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,435.78,2,10.0,Boleto,Entregue,Site
10064,2019-03-15,79,Maria Lima,F,18-25,Centro-Oeste,Venda para Olhos Satin,Acessórios BDSM,297.37,2,0.0,Cartão Crédito,Entregue,Marketplace
6405,2022-04-17,19,Bernardo Aparecida,M,36-45,Sudeste,Gel Excitante Masculino,Lubrificantes,58.85,3,0.0,Cartão Crédito,Entregue,Site
10736,2018-09-05,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Lingerie Cropped com Bojo,Lingerie,110.74,2,0.0,Pix,Entregue,Site
18921,2026-12-12,184,Dra. Nicole Aragão,F,36-45,Sul,Lubrificante Sabores Baunilha,Lubrificantes,30.19,1,30.0,Cartão Crédito,Entregue,Marketplace
5108,2022-10-28,32,Ana Luiza Cunha,F,18-25,Sudeste,Vibrador Duplo Prazer,Vibradores,338.62,3,30.0,Boleto,Entregue,Site
6481,2019-02-11,270,Beatriz Correia,F,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,118.13,1,0.0,Pix,Devolvido,Site
